rank,name,score,AdmissionRate,MatriculationRate,SAT75Equiv,SAT25Equiv,GraduationRate,RetentionRate,Tuition,ExpensesPerStudent,ProfessorSalary,PercentUndergradOutOfState,PercentUndergradForeign,PercentWomen,PercentUndergrad18-24,StudentToFacultyRatio,Enrollment,FulltimeUndergradEnrollment
175,University of Puerto Rico-Rio Piedras,356622.8,28.2,86.3,1978.5,1585.5,47.0,90.0,2014.0,20083.5,67797.0,0.0,0.0,62,87.0,16,15659,11015
176,University of Denver,356573.6,76.5,13.6,1986.3,1696.3,76.0,86.0,40707.0,28087.5,130752.0,60.0,6.0,56,94.0,11,11809,5304
177,Bryn Mawr College,356494.5,40.5,32.1,2133.0,1806.7,82.0,91.0,43900.0,59333.5,130383.0,62.0,28.0,95,76.3,8,1709,1291
178,University of New Mexico-Main Campus,356477.2,45.4,54.9,1739.7,1417.4,48.0,79.0,6846.0,39480.2,109224.0,12.0,1.0,55,76.3,19,27844,16446
179,Saint Louis University,356320.3,61.1,18.9,1996.9,1698.5,72.0,88.0,36726.0,26666.2,111933.0,66.0,6.0,59,76.3,12,17052,7136
180,University of Puget Sound,353746.1,79.3,15.0,1997.1,1683.6,76.0,87.0,41868.0,31372.3,106254.0,81.0,1.0,59,96.0,11,2826,2525
181,University of Rhode Island,353478.6,76.8,19.6,1761.6,1471.5,59.0,82.0,12450.0,23463.7,108243.0,55.0,1.0,55,92.0,17,16571,12139
182,The College of Wooster,353359.2,59.1,16.8,1995.5,1687.4,76.0,89.0,41680.0,33573.7,95715.0,55.0,12.0,55,98.0,11,2049,2024
183,University of Maryland-Baltimore County,352530.8,59.6,26.7,1983.3,1675.1,61.0,89.0,10068.0,22457.7,118548.0,7.0,7.0,46,81.0,19,13979,9653
184,Pepperdine University,352254.1,35.5,20.8,2005.7,1698.6,84.0,92.0,44902.0,35815.8,135126.0,47.0,7.0,59,91.0,12,7417,3129
185,George Mason University,351857.1,66.6,20.5,1875.8,1577.4,67.0,88.0,9908.0,18804.1,131625.0,18.0,2.0,54,76.0,16,33729,17818
186,Baylor University,351713.1,55.4,19.3,2000.0,1673.5,72.0,89.0,35972.0,30877.1,112617.0,28.0,2.0,56,96.0,15,16263,13613
187,Bentley University,351426.4,46.1,28.4,2014.7,1762.7,88.0,94.0,41110.0,27549.1,154098.0,51.0,13.0,43,76.3,12,5565,4170
188,University of Houston,351383.2,63.0,37.1,1858.7,1551.1,48.0,86.0,8401.0,21355.3,136926.0,3.0,0.0,49,75.0,22,40914,23974
189,St Olaf College,351213.9,51.3,30.6,2109.9,1748.3,89.0,93.0,40700.0,31932.8,98028.0,48.0,8.0,58,76.3,11,3034,2989
190,Montana State University,351185.5,83.8,25.4,1883.1,1482.4,50.0,76.0,6752.0,23290.0,95364.0,46.0,1.0,46,76.3,19,14982,11236
191,Willamette University,350921.8,81.3,11.9,1980.6,1630.6,77.0,86.0,42305.0,29787.8,112959.0,77.0,0.0,54,98.0,11,2780,2008
192,Fordham University,350786.4,48.1,11.5,2021.1,1741.8,80.0,89.0,43902.0,30132.5,159777.0,54.0,7.0,58,76.3,14,15231,8058
193,Texas Tech University,349802.8,66.1,38.8,1814.2,1518.4,59.0,83.0,7517.0,17950.8,115974.0,5.0,1.0,46,90.0,22,35158,25589
194,Centre College,349268.3,71.6,21.6,2045.3,1733.2,82.0,90.0,36000.0,34616.8,90477.0,41.0,9.0,52,76.3,10,1387,1386
195,Cedarville University,349250.3,74.5,35.2,1944.0,1601.9,70.0,88.0,26420.0,19680.6,71766.0,60.0,2.0,53,91.0,13,3585,3028
196,Stevens Institute of Technology,348895.9,43.8,32.3,2155.9,1922.1,82.0,96.0,44490.0,27610.8,126522.0,40.0,2.0,28,98.0,10,6125,2842
197,Rowan University,348789.9,43.6,44.2,1837.4,1503.9,67.0,84.0,12380.0,29042.9,111798.0,3.0,1.0,50,87.0,17,14778,10499
198,CUNY Bernard M Baruch College,348277.7,27.9,23.2,1995.0,1710.0,66.0,90.0,6210.0,14415.4,120339.0,3.0,4.0,49,66.0,16,18090,10865
199,Texas Christian University,347918.7,48.9,22.7,1972.4,1642.1,75.0,90.0,36590.0,25473.5,127890.0,51.0,4.0,59,94.0,13,10033,8338
200,Catholic University of America,347278.8,73.9,17.7,1854.1,1530.0,67.0,82.0,38526.0,28410.2,114741.0,97.0,0.0,53,76.3,7,6699,3355
201,Taylor University,347181.7,88.0,33.0,1954.9,1584.4,74.0,88.0,28753.0,23977.2,66519.0,59.0,4.0,56,94.0,13,2146,1824
202,DePauw University,347170.2,56.6,17.1,1948.1,1685.6,80.0,93.0,40640.0,38919.0,97713.0,56.0,6.0,54,76.3,10,2215,2186
203,Rochester Institute of Technology,346995.5,57.5,25.9,2021.0,1711.5,63.0,86.0,34424.0,26288.0,118629.0,47.0,5.0,33,88.0,13,16310,12211
204,South Dakota State University,346748.1,92.0,48.3,1769.4,1407.0,57.0,77.0,7713.0,19810.0,87264.0,41.0,2.0,53,87.0,17,12543,8620
205,Appalachian State University,346616.5,62.7,35.8,1843.1,1590.0,70.0,88.0,6462.0,13883.8,90891.0,11.0,1.0,55,92.0,16,18026,15312
206,Truman State University,346560.0,74.5,43.3,2001.8,1652.2,71.0,88.0,7368.0,12636.3,73359.0,20.0,4.0,60,91.0,17,6248,5295
207,San Diego State University,346544.6,34.5,25.8,1826.4,1510.7,66.0,88.0,6766.0,13886.0,97668.0,11.0,6.0,56,84.0,28,33483,25096
208,University of California-Santa Cruz,346380.2,55.7,17.8,1926.8,1530.5,77.0,89.0,13397.0,28156.4,136530.0,5.0,4.0,52,76.3,18,17866,15825
209,University of Alabama in Huntsville,346370.4,82.0,41.9,1997.3,1639.8,46.0,77.0,9192.0,27798.0,116991.0,18.0,1.0,43,76.3,16,7348,4304
210,Gonzaga University,346043.5,67.5,21.7,1937.0,1674.5,83.0,92.0,35062.0,21926.1,114651.0,50.0,1.0,56,96.0,11,7352,4752
211,University of Maine,345928.3,82.6,21.7,1793.1,1443.1,60.0,77.0,10600.0,26731.6,108234.0,35.0,1.0,51,88.0,16,11286,8129
212,The College of New Jersey,345684.3,49.0,26.5,1972.1,1682.1,87.0,93.0,14730.0,23502.9,106434.0,5.0,0.0,60,96.0,13,7409,6482
213,Rose-Hulman Institute of Technology,345042.7,58.8,22.5,2129.6,1824.8,72.0,94.0,42654.0,32821.7,108945.0,56.0,12.0,22,98.0,13,2388,2258
214,Harding University,345025.5,99.1,47.4,1868.0,1504.9,63.0,82.0,16170.0,15528.8,79128.0,71.0,3.0,57,76.3,16,6059,4165
215,Florida International University,344139.2,52.8,38.9,1756.0,1495.0,54.0,84.0,6496.0,15740.4,119700.0,4.0,11.0,56,71.0,26,49610,25644
216,Wofford College,344044.0,77.4,24.6,1953.0,1618.7,78.0,89.0,35515.0,29311.1,84096.0,43.0,2.0,51,99.0,12,1658,1643
217,James Madison University,344034.2,65.7,29.4,1838.1,1612.5,82.0,92.0,9176.0,14433.8,89217.0,27.0,1.0,60,76.3,16,20855,18057
218,University of California-Riverside,343839.7,58.3,20.3,1873.7,1530.0,69.0,90.0,12960.0,28129.2,136809.0,1.0,2.0,51,76.3,19,21498,18445
219,Cornell College,343618.3,73.6,18.7,1994.7,1582.0,66.0,83.0,36430.0,27474.1,74916.0,87.0,2.0,53,76.3,11,1086,1079
220,Washington State University,343405.7,82.1,34.1,1725.9,1365.9,67.0,80.0,12327.0,29331.5,113985.0,12.0,2.0,51,82.0,15,28686,20843
221,University of San Diego,343175.1,46.2,17.1,1994.4,1731.0,77.0,90.0,41392.0,28144.8,136530.0,38.0,3.0,57,93.0,15,8349,5541
222,Virginia Commonwealth University,343033.3,75.3,34.1,1812.1,1493.8,59.0,86.0,12002.0,25529.5,115443.0,8.0,2.0,58,83.0,17,30848,20056
223,Belmont University,343012.2,82.7,29.7,1922.8,1590.0,70.0,83.0,27380.0,16764.0,95688.0,72.0,1.0,62,91.0,13,7244,5440
224,SUNY College at Geneseo,342686.8,59.1,22.1,1968.9,1688.3,78.0,90.0,7430.0,18070.4,82917.0,2.0,2.0,59,98.0,20,5658,5455
225,Covenant College,342399.3,96.6,41.9,1920.5,1575.4,57.0,85.0,29100.0,20062.5,68085.0,75.0,5.0,59,95.0,14,1173,1049
226,Seattle University,342203.3,73.3,17.1,1927.2,1611.5,78.0,87.0,36465.0,26478.9,122913.0,60.0,3.0,60,92.0,12,7273,4224
227,Bowdoin College,342160.1,14.9,48.6,1100.0,1100.0,93.0,98.0,45446.0,65056.5,137304.0,84.0,7.0,50,98.0,9,1805,1802
228,Missouri University of Science and Technology,342005.7,85.9,41.9,2059.6,1764.9,63.0,86.0,9510.0,19961.2,123777.0,17.0,2.0,23,92.0,18,8640,5825
229,Loyola Marymount University,341046.6,52.7,21.1,1975.7,1679.6,78.0,90.0,40265.0,30703.2,115443.0,26.0,6.0,58,95.0,11,9515,5925
230,Samford University,340649.0,59.5,26.8,1911.0,1564.2,66.0,88.0,26328.0,25499.8,99468.0,72.0,1.0,62,76.3,12,4933,2915
231,Loyola University Chicago,340494.2,63.3,17.7,1930.9,1686.4,73.0,86.0,35573.0,28182.9,127620.0,39.0,3.0,64,90.0,14,15902,9331
232,Luther College,340442.3,71.2,22.8,1881.2,1573.9,82.0,85.0,37530.0,25780.6,82449.0,64.0,5.0,56,98.0,12,2385,2339
233,Southern Illinois University-Carbondale,340340.1,81.5,31.2,1779.3,1356.7,44.0,68.0,12093.0,39738.9,96930.0,18.0,1.0,46,81.0,15,17989,11873
234,Franciscan University of Steubenville,340110.3,77.9,32.9,1937.6,1597.3,76.0,87.0,23160.0,15349.9,77832.0,79.0,1.0,61,76.3,14,2714,2002
235,College of Charleston,339953.4,78.0,24.8,1833.7,1565.3,67.0,79.0,10626.0,16943.7,92205.0,44.0,1.0,64,91.0,15,11456,9608
236,Calvin College,339097.4,73.1,35.3,1942.8,1585.8,74.0,87.0,28250.0,25069.8,80730.0,39.0,13.0,55,76.3,12,3993,3760
237,Barnard College,338817.9,23.8,45.9,2138.5,1873.8,89.0,95.0,44790.0,42170.6,153045.0,66.0,9.0,100,76.3,10,2573,2537
238,University of Idaho,338757.6,67.5,27.6,1780.0,1382.3,58.0,77.0,6524.0,28104.2,95517.0,26.0,2.0,47,79.0,17,11702,7718
239,Georgia Southern University,338461.4,63.1,57.3,1744.1,1535.7,51.0,81.0,6071.0,11864.4,74808.0,5.0,2.0,52,90.0,21,20517,15844
240,University of Wisconsin-La Crosse,338278.6,76.3,42.1,1820.0,1590.0,68.0,86.0,8769.0,12425.0,80424.0,19.0,0.0,57,94.0,19,10669,9292
241,Liberty University,338092.9,22.3,46.8,1744.2,1356.4,50.0,69.0,18274.0,5919.2,79263.0,72.0,2.0,59,38.0,18,81459,27408
242,Birmingham Southern College,338078.9,53.4,25.8,1917.6,1608.1,64.0,84.0,30690.0,30115.8,78552.0,42.0,0.0,46,98.0,13,1185,1178
243,Transylvania University,337696.2,82.6,22.0,1990.2,1680.5,70.0,83.0,31560.0,33258.1,88398.0,27.0,5.0,58,98.0,11,1014,1010
244,Dordt College,337534.7,73.0,38.5,1817.9,1463.7,66.0,84.0,26540.0,19054.2,63720.0,62.0,10.0,46,98.0,15,1459,1344
245,Allegheny College,337046.6,71.8,17.2,1915.6,1577.8,78.0,83.0,39100.0,32116.8,97497.0,51.0,4.0,55,96.0,10,2023,1979
246,St Louis College of Pharmacy,336821.8,69.4,62.5,1893.5,1648.2,66.0,88.0,26078.0,28342.4,95733.0,42.0,2.0,60,76.3,9,1361,693
247,University of Wisconsin-Eau Claire,336756.4,83.7,46.2,1770.0,1530.0,68.0,82.0,8710.0,14247.4,76959.0,27.0,5.0,60,91.0,20,10721,9282
248,University of North Carolina at Charlotte,336739.3,64.1,33.2,1745.1,1493.4,55.0,82.0,6107.0,14500.6,113211.0,7.0,2.0,49,82.0,19,27238,18983
249,Oklahoma Christian University,336355.6,64.0,36.8,1865.8,1495.9,47.0,75.0,18800.0,15646.5,61155.0,58.0,5.0,46,95.0,14,2475,1868
250,University of North Texas,336105.1,65.4,40.4,1799.2,1479.7,50.0,78.0,8745.0,15132.5,123750.0,3.0,4.0,53,76.3,23,36486,23762
251,Hendrix College,335895.5,82.8,22.8,2033.8,1680.5,73.0,87.0,37816.0,31871.9,78102.0,48.0,2.0,55,76.3,11,1358,1339
252,Illinois State University,335885.9,73.9,31.8,1770.0,1530.0,72.0,81.0,13010.0,21840.9,92079.0,2.0,0.0,56,94.0,19,20615,17040
253,SUNY at Purchase College,335373.8,40.8,26.7,1807.8,1475.8,67.0,79.0,7573.0,25429.0,84528.0,20.0,2.0,55,89.0,15,4225,3746
254,Chapman University,335165.5,47.0,24.2,1940.0,1686.1,74.0,91.0,43573.0,26594.6,142245.0,31.0,11.0,59,95.0,14,8132,6004
255,The University of Tampa,335106.7,51.9,19.6,1770.4,1505.2,62.0,72.0,25772.0,13372.9,97497.0,73.0,9.0,56,92.0,17,7683,6545
256,Illinois Institute of Technology,334254.7,50.6,24.4,2062.9,1718.7,65.0,87.0,40117.0,32721.7,137304.0,19.0,21.0,36,76.3,13,7898,2922
257,Western Washington University,334199.3,84.6,35.5,1812.5,1507.4,72.0,83.0,8863.0,13997.2,94671.0,12.0,0.0,56,92.0,19,15060,13050
258,University of North Carolina Wilmington,334087.3,58.6,32.0,1831.5,1591.5,71.0,84.0,6343.0,13921.9,92187.0,17.0,1.0,62,84.0,17,14570,11690
259,University of Missouri-Kansas City,333920.0,64.3,38.9,1889.6,1472.7,52.0,73.0,7754.0,21078.8,107748.0,24.0,4.0,55,60.0,14,16146,6817
260,Michigan Technological University,333889.6,75.5,31.1,2002.2,1707.3,64.0,85.0,13728.0,26860.6,110097.0,25.0,2.0,26,76.3,13,7099,5242
261,University of the Pacific,333588.8,54.9,11.1,1997.3,1575.0,61.0,86.0,39810.0,43519.9,118062.0,7.0,9.0,54,91.0,14,6304,3713
262,Utah State University,333170.3,97.8,32.4,1770.0,1405.8,50.0,71.0,6030.0,18885.1,98019.0,28.0,2.0,54,65.0,22,27662,15823
263,Georgia Regents University,332335.9,76.5,57.8,1700.1,1379.7,30.0,69.0,6552.0,51884.9,81486.0,5.0,2.0,62,73.0,13,7988,4077
264,Loras College,332325.2,95.1,30.4,1770.1,1464.9,64.0,81.0,28852.0,21346.5,67122.0,68.0,1.0,48,97.0,12,1569,1446
265,Butler University,332019.3,68.5,14.1,1936.4,1666.8,78.0,90.0,34368.0,26224.0,92763.0,51.0,2.0,59,76.3,11,4848,3980
266,Ohio University-Main Campus,331837.1,74.3,28.2,1776.1,1517.9,67.0,80.0,10446.0,18520.2,104031.0,12.0,2.0,58,73.0,18,29217,17019
267,University of Rochester,331447.8,36.4,22.6,1100.0,1100.0,84.0,96.0,45372.0,76066.0,164826.0,45.0,26.0,51,76.3,10,11060,5942
268,Hofstra University,331433.2,61.6,10.5,1854.7,1579.1,60.0,80.0,37400.0,28271.7,146691.0,41.0,6.0,56,92.0,14,10953,6474
269,The University of Montana,331344.9,92.7,40.6,1776.6,1426.5,48.0,73.0,6045.0,19252.9,86895.0,31.0,1.0,54,71.0,18,13952,9281
270,University of Arizona,331344.8,74.6,31.7,1100.0,1100.0,60.0,82.0,10391.0,35238.9,122508.0,38.0,3.0,52,95.0,20,42236,29529
271,Berry College,331205.3,60.8,24.6,1915.0,1620.0,62.0,79.0,29090.0,33529.6,86517.0,29.0,1.0,61,98.0,12,2177,2060
272,SUNY College at Oswego,330898.8,48.4,26.6,1781.1,1530.0,63.0,80.0,7181.0,18940.3,78876.0,3.0,2.0,52,93.0,18,8034,6880
273,Walla Walla University,330818.6,57.8,37.3,1812.8,1399.3,56.0,79.0,25377.0,22165.9,41508.0,65.0,4.0,54,90.0,13,1887,1589
274,University of Wisconsin-Stout,330803.7,90.8,53.0,1710.0,1410.0,53.0,76.0,8968.0,14013.5,73341.0,36.0,1.0,49,83.0,20,9394,6922
275,East Carolina University,330599.9,77.3,38.4,1675.9,1435.9,59.0,81.0,6143.0,18577.4,94626.0,15.0,0.0,60,83.0,18,27511,18903
276,University of Portland,330341.8,62.9,15.5,1965.0,1620.0,80.0,90.0,38670.0,19171.4,87300.0,73.0,2.0,59,76.3,14,4143,3609
277,Towson University,330295.9,59.2,25.3,1750.4,1494.2,68.0,86.0,8342.0,12270.6,85509.0,25.0,1.0,62,86.0,16,22285,16575
278,Johnson University,330041.4,56.4,71.1,1717.0,1357.0,67.0,67.0,10800.0,14201.2,62487.0,68.0,3.0,45,76.3,17,1124,827
279,Indiana University-Purdue University-Indianapolis,329991.0,70.5,43.4,1696.9,1330.3,43.0,71.0,8756.0,33244.2,102105.0,3.0,1.0,56,73.0,19,30690,17262
280,Andrews University,329845.5,36.9,31.6,1820.0,1406.1,59.0,79.0,25470.0,21458.6,52947.0,57.0,13.0,46,80.0,9,3418,1517
281,University of Scranton,329843.7,77.3,14.9,1816.2,1552.5,80.0,89.0,38754.0,21894.1,108117.0,64.0,0.0,57,95.0,11,5589,3844
282,University of Colorado Denver,329582.2,73.0,25.6,1721.1,1416.3,40.0,72.0,7933.0,42414.5,124029.0,7.0,2.0,57,57.0,16,22791,7996
283,University of Toledo,329469.9,94.7,34.9,1719.0,1351.1,44.0,70.0,9275.0,21799.5,97191.0,22.0,3.0,50,76.3,20,20626,12806
284,University of Dallas,329468.1,85.1,28.1,1977.4,1627.4,70.0,80.0,33110.0,17529.4,86049.0,58.0,1.0,47,76.3,10,2548,1313
285,Benedictine College,329439.9,97.8,22.2,1828.6,1509.5,60.0,77.0,23900.0,13304.9,69345.0,76.0,1.0,53,86.0,14,2138,1838
286,Kalamazoo College,329232.7,69.7,21.8,2015.8,1688.3,82.0,92.0,39450.0,30782.9,92763.0,31.0,10.0,57,76.3,13,1461,1448
287,Ouachita Baptist University,329050.1,70.6,34.3,1853.4,1463.6,58.0,76.0,22370.0,20117.2,63423.0,43.0,2.0,51,96.0,13,1501,1452
288,Valparaiso University,328913.5,82.4,13.4,1900.5,1554.5,67.0,84.0,33480.0,23513.4,95175.0,53.0,5.0,51,76.3,12,4507,3150
289,Christopher Newport University,328891.2,55.9,29.8,1859.3,1590.0,68.0,87.0,11092.0,15101.3,105201.0,8.0,0.0,57,98.0,15,5221,4990
290,Savannah College of Art and Design,328885.1,66.6,29.7,1784.0,1434.0,65.0,82.0,33450.0,19514.0,75861.0,66.0,15.0,64,89.0,19,11347,7570
291,University of the Sciences,328873.5,57.9,14.5,1895.6,1641.6,74.0,88.0,34742.0,30880.6,96219.0,57.0,0.0,61,76.3,10,2748,1607
292,CUNY City College,328753.1,38.1,18.0,1890.0,1500.0,44.0,86.0,6089.0,25120.5,122481.0,1.0,1.0,52,62.0,11,15579,9430
293,Oklahoma City University,328414.0,67.8,29.1,1886.4,1590.0,59.0,79.0,28702.0,21234.3,77751.0,57.0,3.0,59,84.0,11,3035,1630
294,University of North Carolina at Asheville,328355.2,73.1,28.0,1905.7,1643.6,64.0,77.0,6241.0,17114.1,83268.0,14.0,1.0,56,76.0,14,3845,3183
295,Pratt Institute-Main,328315.7,53.0,22.5,1896.0,1530.0,64.0,85.0,43126.0,30956.6,93537.0,51.0,27.0,69,92.0,8,4690,3168
296,St Mary's College of Maryland,328222.6,78.9,25.6,1909.4,1625.9,81.0,85.0,14864.0,31167.5,81288.0,5.0,1.0,57,76.3,10,1721,1626
297,Virginia Military Institute,328222.2,44.4,51.3,1873.6,1602.7,71.0,89.0,14404.0,30719.1,84933.0,40.0,1.0,11,99.0,11,1700,1700
298,University of Minnesota-Duluth,328091.9,76.8,37.0,1773.6,1529.1,59.0,77.0,12815.0,17449.0,96453.0,12.0,2.0,47,88.0,18,11093,8869
299,South Dakota School of Mines and Technology,328020.2,88.0,44.1,1887.0,1643.0,54.0,77.0,10040.0,19923.0,103671.0,53.0,0.0,22,85.0,15,2798,2079
300,Eckerd College,327854.6,72.7,20.4,1896.7,1549.4,66.0,81.0,37362.0,27226.7,84474.0,74.0,5.0,62,83.0,12,2083,1895
301,University of Wisconsin-River Falls,327798.2,89.5,49.2,1710.0,1410.0,54.0,76.0,7720.0,13671.1,71478.0,53.0,0.0,61,88.0,21,6198,5209
302,Bradley University,327696.7,64.3,16.4,1883.4,1584.0,74.0,86.0,29664.0,22963.7,98604.0,18.0,1.0,50,95.0,12,5300,4370
303,Kennesaw State University,327614.4,53.4,60.4,1735.1,1478.4,43.0,79.0,5818.0,10564.6,76752.0,13.0,3.0,58,75.0,21,25714,17732
304,Duquesne University,327600.2,73.1,28.1,1852.2,1569.2,78.0,90.0,31385.0,23366.3,113211.0,27.0,3.0,61,94.0,13,9648,5747
305,California State University-Long Beach,327597.4,35.5,21.3,1743.1,1410.0,65.0,90.0,6240.0,11828.1,92898.0,1.0,2.0,57,82.0,25,36809,27227
306,The New School,327533.1,65.9,34.0,1851.0,1495.2,60.0,83.0,40426.0,28161.0,140076.0,50.0,30.0,69,80.0,10,10477,6023
307,University of Minnesota-Morris,326931.4,63.6,22.7,1886.8,1531.4,67.0,79.0,12584.0,20405.5,78120.0,16.0,3.0,54,92.0,13,1899,1761
308,West Chester University of Pennsylvania,326904.8,53.5,33.1,1752.4,1494.8,67.0,88.0,8850.0,13743.7,109125.0,15.0,0.0,61,90.0,18,16086,12558
309,Maryland Institute College of Art,326847.0,54.2,27.4,1930.0,1540.0,72.0,88.0,40890.0,27925.2,60489.0,64.0,17.0,72,92.0,10,2262,1818
310,Grand Valley State University,326584.2,80.4,30.9,1771.5,1468.8,65.0,83.0,10716.0,14467.7,97524.0,8.0,1.0,60,89.0,17,25094,19084
311,University of Nevada-Las Vegas,326445.5,86.9,60.0,1664.0,1329.1,39.0,77.0,6690.0,17179.7,121644.0,17.0,2.0,55,74.0,22,28515,17444
312,Coastal Carolina University,326392.5,63.6,25.2,1618.8,1359.6,45.0,67.0,9760.0,16438.2,94959.0,58.0,1.0,55,89.0,17,9976,8502
313,Western Michigan University,326290.8,84.1,25.6,1710.0,1350.0,54.0,78.0,10355.0,19639.9,103806.0,11.0,1.0,51,85.0,18,23914,15713
314,Tuskegee University,326248.3,49.2,17.4,1535.4,1378.5,47.0,72.0,18900.0,45689.4,51201.0,66.0,0.0,60,76.3,13,3103,2489
315,North Greenville University,326238.5,59.5,54.5,1995.3,1454.3,50.0,77.0,14772.0,9849.6,63819.0,25.0,4.0,48,88.0,14,2569,2113
316,Georgia State University,326020.7,59.4,48.4,1726.6,1429.2,53.0,81.0,9928.0,17421.9,108756.0,4.0,1.0,59,78.0,21,32556,18982
317,University of Massachusetts-Lowell,326011.6,62.0,28.3,1862.9,1568.5,54.0,84.0,12097.0,18641.7,134433.0,13.0,2.0,40,72.0,18,17179,9443
318,Champlain College,325769.6,64.2,17.6,1885.8,1551.3,57.0,80.0,31350.0,18819.5,90783.0,85.0,0.0,42,70.0,14,3585,2309
319,Kent State University at Kent,325616.0,84.4,31.4,1716.3,1410.0,55.0,82.0,9816.0,14775.3,109539.0,17.0,2.0,60,85.0,21,29477,18873
320,Augustana College,325423.9,61.3,41.8,1880.0,1583.7,67.0,80.0,28630.0,21437.7,73593.0,54.0,7.0,61,76.3,10,1825,1592
321,Illinois Wesleyan University,325393.3,60.4,22.0,2012.2,1712.6,81.0,92.0,39316.0,32056.7,88443.0,10.0,14.0,56,76.3,11,1893,1885
322,University of North Florida,325333.0,60.6,27.6,1810.0,1565.0,55.0,83.0,6353.0,13573.2,93609.0,5.0,3.0,56,77.0,20,15984,9901
323,University of Northern Iowa,325201.2,77.7,49.9,1711.5,1410.8,64.0,85.0,7685.0,17852.3,90072.0,7.0,2.0,58,91.0,16,11928,9122
324,Quinnipiac University,324977.6,65.9,10.8,1805.0,1515.2,76.0,85.0,39330.0,27171.7,125613.0,73.0,2.0,62,76.3,13,9035,6335
325,Northwest Missouri State University,324956.1,76.6,37.9,1712.7,1410.5,50.0,71.0,6390.0,11611.5,79686.0,31.0,7.0,53,90.0,24,6720,4980
326,Georgia College and State University,324847.4,76.2,48.3,1799.2,1580.3,61.0,85.0,8790.0,16345.8,71631.0,1.0,1.0,61,96.0,18,6772,5522
327,State University of New York at New Paltz,324808.9,41.9,18.7,1804.5,1559.0,74.0,89.0,7083.0,18950.0,88452.0,4.0,1.0,62,91.0,15,7692,6097
328,University of Wisconsin-Whitewater,324807.9,81.8,45.0,1709.8,1408.1,58.0,80.0,7578.0,12077.4,79596.0,15.0,1.0,51,88.0,21,12176,10017
329,Marshall University,324702.0,76.5,84.3,1698.3,1341.2,44.0,73.0,6216.0,16711.0,77490.0,22.0,1.0,59,79.0,19,13381,8142
330,Arizona State University-Downtown Phoenix,324359.2,78.9,30.3,1770.0,1462.9,58.0,84.0,10002.0,20666.6,121986.0,40.0,1.0,68,79.0,24,11216,8067
331,Xavier University,324193.8,73.1,14.3,1813.3,1510.0,71.0,85.0,33000.0,20409.9,100755.0,53.0,2.0,57,92.0,12,6508,4270
332,Southern Illinois University-Edwardsville,324189.6,87.0,32.2,1769.4,1409.8,50.0,73.0,9666.0,21978.3,92313.0,10.0,0.0,54,86.0,18,13972,9714
333,San Jose State University,324050.7,59.8,19.6,1732.9,1372.9,52.0,87.0,7343.0,11744.8,94941.0,2.0,3.0,50,80.0,27,32713,21341
334,Mississippi College,323758.4,63.0,44.1,1872.0,1464.4,54.0,72.0,14868.0,13423.4,77787.0,39.0,6.0,59,83.0,15,4984,2669
335,Texas State University,323614.3,72.9,41.4,1688.7,1402.9,55.0,76.0,8060.0,12911.0,99378.0,1.0,0.0,57,86.0,23,36739,26234
336,California State University-Fullerton,323541.4,44.5,23.9,1683.1,1372.1,56.0,89.0,6186.0,12355.5,92934.0,1.0,4.0,56,81.0,25,38128,26762
337,High Point University,323482.1,80.2,23.3,1784.0,1499.8,63.0,77.0,30715.0,21888.9,94248.0,78.0,2.0,60,76.3,15,4399,4165
338,The University of Texas at San Antonio,323195.2,75.9,44.6,1730.0,1390.0,31.0,64.0,7457.0,15721.5,118728.0,2.0,2.0,49,82.0,23,28628,20248
339,New Mexico State University-Main Campus,322990.8,69.6,37.7,1647.0,1284.1,46.0,74.0,6220.0,25638.6,91116.0,22.0,2.0,54,75.0,17,15829,10668
340,LeTourneau University,322948.1,49.4,42.2,1978.2,1546.3,51.0,83.0,25740.0,14910.4,96948.0,32.0,6.0,51,76.3,14,2667,1341
341,Westmont College,322622.7,79.4,22.5,1933.6,1577.3,78.0,91.0,38510.0,34628.3,73665.0,24.0,2.0,60,97.0,12,1300,1295
342,Wayne State University,322456.2,77.3,23.3,1770.0,1410.0,34.0,76.0,11094.0,28842.1,121833.0,2.0,3.0,56,70.0,15,27578,12030
343,Messiah College,322284.7,80.0,35.2,1851.3,1522.2,80.0,88.0,30470.0,22917.1,87102.0,34.0,4.0,62,95.0,13,3234,2680
344,John Carroll University,322241.2,82.9,24.9,1816.4,1519.1,71.0,85.0,34480.0,21490.3,91494.0,35.0,3.0,51,96.0,13,3688,3010
345,Lipscomb University,321624.4,55.6,30.6,1927.4,1577.9,62.0,80.0,26094.0,22507.6,68634.0,41.0,1.0,62,76.3,12,4489,2583
346,Siena College,321514.2,65.9,14.1,1827.2,1546.7,80.0,89.0,31368.0,24738.9,90900.0,21.0,1.0,52,97.0,11,3179,2990
347,University of Puerto Rico-Cayey,321490.0,82.6,95.3,1897.5,1543.5,43.0,87.0,2212.0,15185.7,72324.0,0.0,0.0,66,76.3,25,3687,3432
348,Louisiana Tech University,321437.5,65.0,48.6,1818.0,1469.5,52.0,80.0,7302.0,10317.8,84924.0,15.0,1.0,49,69.0,24,11225,6891
349,University of Wisconsin-Platteville,321430.9,94.4,51.3,1770.0,1470.0,52.0,78.0,7484.0,12458.7,72072.0,26.0,1.0,36,90.0,21,8901,7147
